 -11 |  0.3  0.3  0.2  0.2  0.2  0.1  0.1  0.0  0.0  0.0  0.0  0.0
 -13 |  0.3  0.3  0.2  0.2  0.2  0.1  0.1  0.0  0.0  0.0  0.0  0.0
 -15 |  0.3  0.3  0.2  0.2  0.2  0.1  0.1  0.0  0.0  0.0  0.0  0.0
 -17 |  0.3  0.3  0.2  0.2  0.2  0.1  0.1  0.0  0.0  0.0  0.0  0.0
 -19 |  0.3  0.3  0.2  0.2  0.2  0.1  0.1  0.0  0.0  0.0  0.0  0.0
 -21 |  0.3  0.3  0.2  0.2  0.2  0.1  0.1  0.0  0.0  0.0  0.0  0.0
 -23 |  0.3  0.3  0.2  0.2  0.2  0.1  0.1  0.0  0.0  0.0  0.0  0.0
 -25 |  0.3  0.2  0.2  0.2  0.2  0.1  0.1  0.0  0.0  0.0  0.0  0.0
 -27 |  0.3  0.2  0.2  0.2  0.1  0.1  0.1  0.0  0.0  0.0  0.0  0.0
 -29 |  0.3  0.2  0.2  0.2  0.1  0.1  0.1  0.0  0.0  0.0  0.0  0.0
 -31 |  0.3  0.2  0.2  0.2  0.1  0.1  0.1  0.0  0.0  0.0  0.0  0.0
 -33 |  0.3  0.2  0.2  0.2  0.1  0.1  0.1  0.0  0.0  0.0  0.0  0.0
 -35 |  0.2  0.2  0.2  0.2  0.1  0.1  0.1  0.0  0.0  0.0  0.0  0.0
 -37 |  0.2  0.2  0.2  0.2  0.1  0.1  0.1  0.0  0.0  0.0  0.0  0.0
 -39 |  0.2  0.2  0.2  0.2  0.1  0.1  0.0  0.0  0.0  0.0  0.0  0.0
 -41 |  0.2  0.2  0.2  0.1  0.1  0.1  0.0  0.0  0.0  0.0  0.0  0.0
 -43 |  0.2  0.2  0.2  0.1  0.1  0.1  0.0  0.0  0.0  0.0  0.0  0.0
 -45 |  0.2  0.2  0.2  0.1  0.1  0.1  0.0  0.0  0.0  0.0  0.0  0.0
 -47 |  0.2  0.2  0.2  0.1  0.1  0.1  0.0  0.0  0.0  0.0  0.0  0.0
 -49 |  0.2  0.2  0.1  0.1  0.1  0.1  0.0  0.0  0.0  0.0  0.0  0.0
 -51 |  0.2  0.2  0.1  0.1  0.1  0.1  0.0  0.0  0.0  0.0  0.0  0.0
 -53 |  0.2  0.2  0.1  0.1  0.1  0.1  0.0  0.0  0.0  0.0  0.0  0.0
 -55 |  0.2  0.1  0.1  0.1  0.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 -57 |  0.2  0.1  0.1  0.1  0.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 -59 |  0.1  0.1  0.1  0.1  0.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 -61 |  0.1  0.1  0.1  0.1  0.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 -63 |  0.1  0.1  0.1  0.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 -65 |  0.1  0.1  0.1  0.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 -67 |  0.1  0.1  0.1  0.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 -69 |  0.1  0.1  0.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 -71 |  0.1  0.1  0.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 -73 |  0.1  0.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 -75 |  0.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 -77 |  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 -79 |  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 -81 |  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 -83 |  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 -85 |  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 -87 |  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 -89 |  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
